,Image_ID,class,confidence,x_center,y_center,width,height
589,ID_XEWEF7W3,fruit_woodiness,0.829578,0.796875,0.705078,0.394531,0.578125
590,ID_SV6N5OR7,fruit_healthy,0.946675,0.260742,0.225586,0.517578,0.451172
591,ID_SV6N5OR7,fruit_healthy,0.96396,0.461914,0.509766,0.615234,0.453125
592,ID_Z4BX4E19,fruit_brownspot,0.772434,0.608398,0.393555,0.251953,0.310547
593,ID_VE9GFIUT,fruit_brownspot,0.865004,0.629883,0.28418,0.294922,0.337891
594,ID_VE9GFIUT,fruit_brownspot,0.914741,0.332031,0.557617,0.3125,0.384766
595,ID_9VMQ169M,fruit_healthy,0.912618,0.481445,0.481445,0.396484,0.287109
596,ID_ODJ8VAV0,fruit_healthy,0.303041,0.826172,0.611328,0.175781,0.144531
597,ID_ODJ8VAV0,fruit_healthy,0.971821,0.466797,0.50293,0.417969,0.345703
598,ID_P2XB0M1H,fruit_brownspot,0.361625,0.5,0.476562,0.792969,0.429688
599,ID_P2XB0M1H,fruit_brownspot,0.696589,0.09375,0.362305,0.1875,0.416016
600,ID_WKO73V6Q,fruit_woodiness,0.756081,0.382812,0.635742,0.726562,0.708984
601,ID_089T8YUN,fruit_healthy,0.955834,0.554688,0.654297,0.34375,0.289062
602,ID_9XHS8M17,fruit_brownspot,0.787677,0.640625,0.460938,0.238281,0.324219
603,ID_FH31C5JD,fruit_brownspot,0.873683,0.621094,0.587891,0.304688,0.371094
604,ID_Y8UWMI8J,fruit_healthy,0.983914,0.516602,0.625,0.513672,0.449219
605,ID_1U3JOU8Y,fruit_healthy,0.738646,0.969727,0.545898,0.0605469,0.357422
606,ID_1U3JOU8Y,fruit_healthy,0.892079,0.896484,0.446289,0.207031,0.208984
607,ID_1U3JOU8Y,fruit_healthy,0.966834,0.544922,0.609375,0.523438,0.460938
608,ID_X8DWN03J,fruit_woodiness,0.749708,0.458008,0.415039,0.619141,0.794922
609,ID_WSEG8HY1,fruit_woodiness,0.32586,0.646484,0.399414,0.1875,0.216797
610,ID_WSEG8HY1,fruit_woodiness,0.355351,0.586914,0.524414,0.193359,0.255859
611,ID_GZQVGAYT,fruit_woodiness,0.73623,0.399414,0.511719,0.615234,0.332031
612,ID_GZQVGAYT,fruit_healthy,0.808735,0.915039,0.620117,0.166016,0.591797
613,ID_GZQVGAYT,fruit_healthy,0.832137,0.608398,0.728516,0.431641,0.261719
614,ID_7U7A9QUC,fruit_woodiness,0.673514,0.464844,0.902344,0.296875,0.195312
615,ID_7U7A9QUC,fruit_woodiness,0.912318,0.635742,0.527344,0.240234,0.289062
616,ID_SCGZFKKC,fruit_brownspot,0.74547,0.449219,0.303711,0.507812,0.607422
617,ID_RPC22N22,fruit_woodiness,0.925778,0.395508,0.5625,0.439453,0.574219
618,ID_PZT52CB4,fruit_woodiness,0.819096,0.629883,0.535156,0.740234,0.480469
619,ID_WOVHSE47,fruit_healthy,0.630406,0.426758,0.681641,0.720703,0.363281
620,ID_YWTA06EU,fruit_brownspot,0.847018,0.481445,0.5,0.302734,0.425781
621,ID_X8XI5PPF,fruit_woodiness,0.951643,0.513672,0.501953,0.496094,0.289062
622,ID_4FYRQPL6,fruit_healthy,0.735795,0.841797,0.112305,0.316406,0.224609
623,ID_4FYRQPL6,fruit_woodiness,0.958134,0.354492,0.460938,0.623047,0.445312
624,ID_9PRHEOL3,fruit_healthy,0.980333,0.405273,0.479492,0.447266,0.349609
625,ID_GRN6FHP0,fruit_woodiness,0.967121,0.435547,0.472656,0.546875,0.375
626,ID_NQI6J2HN,fruit_brownspot,0.851663,0.0898438,0.679688,0.171875,0.636719
627,ID_NQI6J2HN,fruit_brownspot,0.899131,0.416016,0.467773,0.421875,0.580078
628,ID_COQ6F904,fruit_woodiness,0.90802,0.569336,0.545898,0.642578,0.443359
629,ID_ZBXLNP2J,fruit_woodiness,0.614818,0.573242,0.0664062,0.318359,0.132812
630,ID_ZBXLNP2J,fruit_brownspot,0.904945,0.553711,0.570312,0.267578,0.457031
631,ID_NV54Y2ID,fruit_healthy,0.903647,0.385742,0.628906,0.556641,0.445312
632,ID_NV54Y2ID,fruit_healthy,0.970379,0.827148,0.197266,0.345703,0.390625
633,ID_KFXM60RU,fruit_healthy,0.949001,0.493164,0.457031,0.396484,0.3125
634,ID_IHGKXB46,fruit_brownspot,0.732159,0.633789,0.484375,0.240234,0.3125
635,ID_8A8HOD1A,fruit_woodiness,0.970571,0.473633,0.617188,0.396484,0.441406
636,ID_P301U33G,fruit_woodiness,0.827069,0.573242,0.509766,0.728516,0.59375
637,ID_BD07SRQ2,fruit_woodiness,0.721644,0.514648,0.551758,0.548828,0.361328
638,ID_CO20HONK,fruit_woodiness,0.358926,0.500977,0.737305,0.244141,0.158203
639,ID_CO20HONK,fruit_woodiness,0.954546,0.776367,0.587891,0.443359,0.425781
640,ID_0Y72OOE7,fruit_healthy,0.959461,0.416016,0.549805,0.3125,0.259766
641,ID_EQMP70TK,fruit_healthy,0.430193,0.725586,0.469727,0.169922,0.142578
642,ID_EQMP70TK,fruit_healthy,0.473745,0.280273,0.450195,0.150391,0.146484
643,ID_EQMP70TK,fruit_healthy,0.64581,0.75,0.795898,0.167969,0.154297
644,ID_EQMP70TK,fruit_healthy,0.780118,0.94043,0.893555,0.119141,0.212891
645,ID_EQMP70TK,fruit_healthy,0.943292,0.46875,0.520508,0.394531,0.318359
646,ID_EILBFHQ5,fruit_brownspot,0.328304,0.581055,0.374023,0.279297,0.341797
647,ID_EILBFHQ5,fruit_woodiness,0.653376,0.582031,0.374023,0.289062,0.341797
648,ID_7YWBFXO3,fruit_woodiness,0.343545,0.564453,0.384766,0.765625,0.492188
649,ID_12F34Y1X,fruit_brownspot,0.8606,0.482422,0.527344,0.300781,0.433594
650,ID_ZMNC31TB,fruit_woodiness,0.873619,0.50293,0.359375,0.419922,0.691406
651,ID_N4P433GS,fruit_brownspot,0.258988,0.933594,0.295898,0.132812,0.333984
652,ID_N4P433GS,fruit_woodiness,0.948579,0.532227,0.462891,0.287109,0.378906
653,ID_KORJE1C5,fruit_healthy,0.78267,0.545898,0.147461,0.138672,0.126953
654,ID_KORJE1C5,fruit_healthy,0.80767,0.791016,0.341797,0.09375,0.078125
655,ID_KORJE1C5,fruit_healthy,0.825669,0.0537109,0.0917969,0.107422,0.179688
656,ID_KORJE1C5,fruit_healthy,0.966455,0.352539,0.53125,0.560547,0.484375
657,ID_EPPZ3AL2,fruit_brownspot,0.864526,0.657227,0.641602,0.263672,0.384766
658,ID_K22UNDG6,fruit_brownspot,0.63936,0.926758,0.858398,0.146484,0.259766
659,ID_K22UNDG6,fruit_woodiness,0.750594,0.40332,0.467773,0.783203,0.458984
660,ID_GPVGC4A8,fruit_woodiness,0.73844,0.453125,0.651367,0.367188,0.501953
661,ID_DUVKWJ85,fruit_healthy,0.840936,0.685547,0.379883,0.3125,0.244141
662,ID_DUVKWJ85,fruit_healthy,0.930419,0.495117,0.59082,0.267578,0.251953
663,ID_A7GQPXFU,fruit_brownspot,0.80773,0.762695,0.310547,0.232422,0.285156
664,ID_A7GQPXFU,fruit_brownspot,0.854168,0.639648,0.605469,0.267578,0.34375
665,ID_V7710NYL,fruit_healthy,0.881649,0.803711,0.902344,0.392578,0.195312
666,ID_V7710NYL,fruit_healthy,0.971238,0.469727,0.577148,0.443359,0.361328
667,ID_KYLGI1E1,fruit_brownspot,0.69219,0.50293,0.519531,0.353516,0.242188
668,ID_PMSDX1PN,fruit_brownspot,0.901813,0.47168,0.395508,0.576172,0.748047
669,ID_5GSH67Q0,fruit_woodiness,0.403229,0.433594,0.3125,0.667969,0.425781
670,ID_5GSH67Q0,fruit_healthy,0.938659,0.432617,0.311523,0.662109,0.419922
671,ID_03A7SMD5,fruit_woodiness,0.317187,0.586914,0.238281,0.310547,0.355469
672,ID_03A7SMD5,fruit_brownspot,0.3434,0.585938,0.236328,0.3125,0.359375
673,ID_03A7SMD5,fruit_brownspot,0.46468,0.388672,0.394531,0.34375,0.363281
674,ID_03A7SMD5,fruit_brownspot,0.855711,0.731445,0.836914,0.314453,0.326172
675,ID_IZS0TJLQ,fruit_woodiness,0.498974,0.459961,0.342773,0.537109,0.361328
676,ID_IZS0TJLQ,fruit_healthy,0.657567,0.902344,0.741211,0.195312,0.498047
677,ID_IZS0TJLQ,fruit_woodiness,0.674246,0.564453,0.868164,0.507812,0.263672
678,ID_CNKVK9YJ,fruit_brownspot,0.918934,0.416016,0.521484,0.359375,0.472656
679,ID_5C5EUYQD,fruit_healthy,0.495285,0.586914,0.313477,0.220703,0.224609
680,ID_5C5EUYQD,fruit_healthy,0.753851,0.884766,0.819336,0.230469,0.232422
681,ID_5C5EUYQD,fruit_healthy,0.964939,0.349609,0.526367,0.546875,0.458984
682,ID_5C5EUYQD,fruit_healthy,0.968462,0.662109,0.764648,0.367188,0.287109
683,ID_HO87XTYN,fruit_brownspot,0.444745,0.365234,0.47168,0.726562,0.474609
684,ID_HO87XTYN,fruit_healthy,0.463061,0.363281,0.46875,0.726562,0.472656
685,ID_4BBS60VT,fruit_woodiness,0.878773,0.535156,0.554688,0.605469,0.363281
686,ID_VJC31969,fruit_brownspot,0.477972,0.554688,0.5,0.738281,0.496094
687,ID_YHJZLGZK,fruit_woodiness,0.813189,0.696289,0.689453,0.490234,0.605469
688,ID_74OUKH6E,fruit_woodiness,0.714362,0.464844,0.501953,0.785156,0.445312
689,ID_05V1RQ12,fruit_healthy,0.384743,0.0722656,0.75293,0.144531,0.189453
690,ID_05V1RQ12,fruit_healthy,0.973346,0.476562,0.444336,0.328125,0.236328
691,ID_3UOZLWR9,fruit_healthy,0.747492,0.486328,0.526367,0.304688,0.205078
692,ID_NKYBA05G,fruit_woodiness,0.847309,0.53418,0.525391,0.751953,0.4375
693,ID_2ELBQTA6,fruit_healthy,0.935015,0.799805,0.931641,0.232422,0.136719
694,ID_2ELBQTA6,fruit_healthy,0.949453,0.938477,0.212891,0.123047,0.355469
695,ID_2ELBQTA6,fruit_healthy,0.978723,0.435547,0.483398,0.472656,0.408203
696,ID_NRCOA3ZI,fruit_woodiness,0.9359,0.429688,0.550781,0.632812,0.472656
697,ID_SB6U807I,fruit_woodiness,0.446803,0.567383,0.569336,0.283203,0.423828
698,ID_SB6U807I,fruit_brownspot,0.661737,0.569336,0.570312,0.279297,0.421875
699,ID_83G4LV3Z,fruit_healthy,0.433061,0.194336,0.572266,0.146484,0.128906
700,ID_83G4LV3Z,fruit_healthy,0.762884,0.0761719,0.581055,0.136719,0.111328
701,ID_83G4LV3Z,fruit_healthy,0.971594,0.399414,0.466797,0.439453,0.34375
702,ID_SQ2K6CS6,fruit_woodiness,0.534267,0.297852,0.581055,0.587891,0.373047
703,ID_SQ2K6CS6,fruit_healthy,0.789946,0.300781,0.580078,0.59375,0.375
704,ID_CTLD3DRS,fruit_woodiness,0.914824,0.543945,0.457031,0.326172,0.425781
705,ID_CI2DH041,fruit_healthy,0.352567,0.683594,0.549805,0.148438,0.126953
706,ID_CI2DH041,fruit_healthy,0.969457,0.46582,0.451172,0.458984,0.351562
707,ID_SQY1RCGE,fruit_healthy,0.500699,0.838867,0.152344,0.318359,0.207031
708,ID_SQY1RCGE,fruit_healthy,0.938512,0.737305,0.395508,0.302734,0.259766
709,ID_SQY1RCGE,fruit_healthy,0.959801,0.393555,0.517578,0.525391,0.4375
710,ID_42MJBKZQ,fruit_woodiness,0.599996,0.442383,0.417969,0.345703,0.402344
711,ID_G9SB2U3S,fruit_woodiness,0.637441,0.46875,0.660156,0.527344,0.464844
712,ID_Q5TSMJYB,fruit_woodiness,0.913591,0.430664,0.62207,0.595703,0.529297
713,ID_KPRWUVM4,fruit_brownspot,0.824071,0.333984,0.379883,0.5625,0.759766
714,ID_RNS6BGUE,fruit_woodiness,0.825648,0.542969,0.570312,0.351562,0.449219
715,ID_ZXJWMN4C,fruit_woodiness,0.484749,0.586914,0.683594,0.474609,0.632812
716,ID_ZXJWMN4C,fruit_woodiness,0.533268,0.328125,0.368164,0.386719,0.732422
717,ID_ERUO797P,fruit_healthy,0.930217,0.473633,0.533203,0.396484,0.347656
718,ID_KPVFQXFV,fruit_healthy,0.973564,0.509766,0.587891,0.515625,0.417969
719,ID_YJ2M44RL,fruit_healthy,0.524005,0.0664062,0.585938,0.132812,0.359375
720,ID_YJ2M44RL,fruit_healthy,0.747722,0.853516,0.0498047,0.277344,0.0996094
721,ID_YJ2M44RL,fruit_healthy,0.976896,0.480469,0.508789,0.464844,0.369141
722,ID_YJCCUOBS,fruit_brownspot,0.28793,0.910156,0.689453,0.175781,0.234375
723,ID_YJCCUOBS,fruit_woodiness,0.761673,0.912109,0.688477,0.175781,0.232422
724,ID_YJCCUOBS,fruit_woodiness,0.932251,0.49707,0.478516,0.455078,0.261719
725,ID_IGBC4L4M,fruit_healthy,0.930861,0.529297,0.507812,0.304688,0.246094
726,ID_FV6EBG7U,fruit_healthy,0.976677,0.529297,0.523438,0.449219,0.386719
727,ID_FVRUJN1T,fruit_woodiness,0.421516,0.583984,0.52832,0.703125,0.544922
728,ID_VLNGSYZF,fruit_brownspot,0.867752,0.560547,0.424805,0.667969,0.431641
729,ID_8YW4IL1Y,fruit_woodiness,0.337607,0.701172,0.947266,0.460938,0.105469
730,ID_8YW4IL1Y,fruit_brownspot,0.901824,0.415039,0.527344,0.623047,0.4375
731,ID_USNK5MMG,fruit_woodiness,0.88194,0.624023,0.47168,0.564453,0.806641
732,ID_II64TH7B,fruit_healthy,0.969989,0.447266,0.511719,0.488281,0.429688
733,ID_KBV7Q51K,fruit_healthy,0.97995,0.424805,0.508789,0.544922,0.494141
734,ID_8NW0N0AN,fruit_brownspot,0.712023,0.577148,0.550781,0.302734,0.453125
735,ID_Q292J4KL,fruit_woodiness,0.765606,0.474609,0.603516,0.574219,0.3125
736,ID_DRZ0ZVHW,fruit_woodiness,0.813282,0.439453,0.657227,0.789062,0.638672
737,ID_934FHQA6,fruit_brownspot,0.74526,0.276367,0.576172,0.533203,0.792969
738,ID_LS6QBXSP,fruit_brownspot,0.807461,0.495117,0.560547,0.525391,0.347656
739,ID_DZGAI6J0,fruit_woodiness,0.833248,0.371094,0.483398,0.203125,0.275391
740,ID_DZGAI6J0,fruit_woodiness,0.854163,0.238281,0.81543,0.234375,0.302734
741,ID_SJE10JB4,fruit_healthy,0.300463,0.105469,0.787109,0.210938,0.421875
742,ID_SJE10JB4,fruit_woodiness,0.70939,0.463867,0.527344,0.806641,0.46875
743,ID_SX5CRTMX,fruit_woodiness,0.581385,0.833008,0.839844,0.333984,0.320312
744,ID_SX5CRTMX,fruit_woodiness,0.971112,0.436523,0.613281,0.408203,0.332031
745,ID_1ZSFYH9K,fruit_brownspot,0.91127,0.520508,0.380859,0.490234,0.679688
746,ID_S6I7MIMU,fruit_brownspot,0.905197,0.499023,0.633789,0.435547,0.482422
747,ID_3X1EN750,fruit_woodiness,0.670154,0.376953,0.418945,0.601562,0.333984
748,ID_4F925AJG,fruit_brownspot,0.398948,0.415039,0.583008,0.826172,0.509766
749,ID_I7A7QK3H,fruit_woodiness,0.796902,0.448242,0.5625,0.294922,0.394531
750,ID_E4IFUNJG,fruit_brownspot,0.898515,0.416016,0.544922,0.546875,0.324219
751,ID_0JLNSEJP,fruit_woodiness,0.950802,0.613281,0.617188,0.65625,0.5
752,ID_MSLL8E1A,fruit_healthy,0.720977,0.779297,0.0498047,0.441406,0.0996094
753,ID_MSLL8E1A,fruit_brownspot,0.908828,0.540039,0.470703,0.478516,0.261719
754,ID_FSO8M6WL,fruit_brownspot,0.557896,0.772461,0.257812,0.392578,0.507812
755,ID_FSO8M6WL,fruit_brownspot,0.896851,0.589844,0.560547,0.457031,0.5625
756,ID_IZVQVB79,fruit_healthy,0.950491,0.495117,0.523438,0.642578,0.476562
757,ID_VAIHV3LB,fruit_brownspot,0.83868,0.527344,0.650391,0.453125,0.605469
758,ID_89XPADSR,fruit_healthy,0.979702,0.472656,0.527344,0.457031,0.40625
759,ID_E3WFKQ1Y,fruit_woodiness,0.924581,0.558594,0.582031,0.613281,0.367188
760,ID_12APOOMP,fruit_brownspot,0.628315,0.382812,0.577148,0.359375,0.294922
761,ID_T5IH5DK1,fruit_brownspot,0.873014,0.59668,0.332031,0.255859,0.339844
762,ID_L8JZLNTF,fruit_healthy,0.9631,0.499023,0.580078,0.400391,0.34375
763,ID_FLDHVVWK,fruit_brownspot,0.8978,0.560547,0.513672,0.328125,0.433594
764,ID_4I45XVWU,fruit_healthy,0.977346,0.46875,0.555664,0.535156,0.478516
765,ID_ZPWC2BOF,fruit_brownspot,0.426217,0.681641,0.515625,0.289062,0.378906
766,ID_ZPWC2BOF,fruit_woodiness,0.646134,0.679688,0.515625,0.273438,0.382812
767,ID_ZPWC2BOF,fruit_brownspot,0.909611,0.359375,0.55957,0.398438,0.490234
768,ID_6U3IVUUT,fruit_woodiness,0.94422,0.397461,0.561523,0.490234,0.373047
769,ID_5M93K80B,fruit_healthy,0.962071,0.481445,0.467773,0.275391,0.244141
770,ID_MYTX2LAA,fruit_brownspot,0.93355,0.632812,0.732422,0.519531,0.53125
771,ID_LIURKW5N,fruit_woodiness,0.700665,0.735352,0.676758,0.263672,0.322266
772,ID_LIURKW5N,fruit_woodiness,0.73776,0.704102,0.382812,0.271484,0.332031
773,ID_9SO8N96O,fruit_brownspot,0.344981,0.439453,0.526367,0.863281,0.431641
774,ID_9SO8N96O,fruit_woodiness,0.551756,0.46582,0.524414,0.822266,0.423828
775,ID_1IZB444M,fruit_healthy,0.975343,0.446289,0.580078,0.439453,0.355469
776,ID_ALYK7Q2C,fruit_brownspot,0.300966,0.713867,0.113281,0.572266,0.226562
777,ID_ALYK7Q2C,fruit_healthy,0.586865,0.710938,0.112305,0.578125,0.224609
778,ID_ALYK7Q2C,fruit_woodiness,0.856161,0.416016,0.605469,0.625,0.371094
779,ID_67FGLOOI,fruit_woodiness,0.802064,0.746094,0.553711,0.378906,0.439453
780,ID_GZS9CVQC,fruit_brownspot,0.922974,0.436523,0.481445,0.380859,0.447266
781,ID_L88JIDUT,fruit_healthy,0.970594,0.317383,0.549805,0.357422,0.267578
782,ID_B9V9LBKT,fruit_brownspot,0.355534,0.370117,0.389648,0.494141,0.455078
783,ID_B9V9LBKT,fruit_woodiness,0.877053,0.750977,0.615234,0.384766,0.519531
784,ID_USSZA6QY,fruit_healthy,0.821993,0.418945,0.558594,0.306641,0.246094
785,ID_WC4TZDRZ,fruit_healthy,0.888949,0.21582,0.09375,0.431641,0.183594
786,ID_WC4TZDRZ,fruit_healthy,0.95063,0.480469,0.554688,0.664062,0.578125
787,ID_WC4TZDRZ,fruit_healthy,0.95197,0.0888672,0.705078,0.177734,0.28125
788,ID_FA3JX1MC,fruit_woodiness,0.93253,0.333008,0.547852,0.662109,0.533203
789,ID_WCGYW3PR,fruit_brownspot,0.884628,0.455078,0.287109,0.542969,0.558594
790,ID_03T232AG,fruit_woodiness,0.897976,0.441406,0.46875,0.316406,0.503906
791,ID_FNVKSB6B,fruit_woodiness,0.626933,0.521484,0.606445,0.792969,0.513672
792,ID_FNVKSB6B,fruit_healthy,0.772008,0.879883,0.173828,0.240234,0.347656
793,ID_DPHG4P72,fruit_brownspot,0.621615,0.62207,0.31543,0.755859,0.505859
794,ID_ECZED2FL,fruit_brownspot,0.770434,0.597656,0.384766,0.335938,0.417969
795,ID_ITJP06DT,fruit_healthy,0.967334,0.522461,0.538086,0.318359,0.255859
796,ID_67EOFCCE,fruit_brownspot,0.871501,0.240234,0.243164,0.308594,0.404297
797,ID_UWV8VFSZ,fruit_woodiness,0.929686,0.426758,0.637695,0.708984,0.412109
798,ID_7O76CJHS,fruit_brownspot,0.88723,0.564453,0.579102,0.328125,0.412109
799,ID_ZAREO6BG,fruit_woodiness,0.33655,0.977539,0.329102,0.0449219,0.150391
800,ID_ZAREO6BG,fruit_woodiness,0.954547,0.832031,0.139648,0.203125,0.255859
801,ID_ZAREO6BG,fruit_woodiness,0.96191,0.512695,0.639648,0.458984,0.587891
802,ID_OVEWBEGS,fruit_brownspot,0.885301,0.47168,0.439453,0.490234,0.613281
803,ID_V0PMGAEL,fruit_woodiness,0.938356,0.588867,0.509766,0.646484,0.398438
804,ID_P0LF8KE8,fruit_healthy,0.805937,0.483398,0.563477,0.767578,0.455078
805,ID_XTYQSAQ6,fruit_healthy,0.256461,0.03125,0.959961,0.0625,0.0800781
806,ID_XTYQSAQ6,fruit_brownspot,0.847992,0.112305,0.480469,0.224609,0.4375
807,ID_XTYQSAQ6,fruit_woodiness,0.934758,0.544922,0.554688,0.488281,0.359375
808,ID_Y4C7VORW,fruit_woodiness,0.819097,0.625977,0.4375,0.337891,0.433594
809,ID_9MLB0TP3,fruit_healthy,0.875511,0.0527344,0.605469,0.105469,0.285156
810,ID_9MLB0TP3,fruit_healthy,0.973696,0.422852,0.629883,0.478516,0.376953
811,ID_W4HWR812,fruit_woodiness,0.952447,0.609375,0.557617,0.632812,0.384766
812,ID_6EPUJED6,fruit_brownspot,0.937191,0.384766,0.526367,0.398438,0.255859
813,ID_QFWS8VT0,fruit_woodiness,0.875883,0.574219,0.580078,0.359375,0.46875
814,ID_EPEURDB7,fruit_woodiness,0.949132,0.520508,0.530273,0.388672,0.470703
815,ID_RWDI2AYS,fruit_woodiness,0.962847,0.34375,0.6875,0.457031,0.3125
816,ID_VLMAMIWU,fruit_brownspot,0.505093,0.0888672,0.40918,0.177734,0.396484
817,ID_VLMAMIWU,fruit_brownspot,0.851253,0.404297,0.482422,0.6875,0.429688
818,ID_VLMAMIWU,fruit_brownspot,0.913749,0.214844,0.078125,0.429688,0.15625
819,ID_67WAX5B2,fruit_healthy,0.75751,0.316406,0.511719,0.511719,0.308594
820,ID_J8Q1K4CE,fruit_healthy,0.94466,0.610352,0.62793,0.712891,0.583984
821,ID_IGJ9BAIZ,fruit_healthy,0.966593,0.455078,0.661133,0.566406,0.443359
822,ID_CE73A8VW,fruit_brownspot,0.481107,0.200195,0.861328,0.349609,0.222656
823,ID_CE73A8VW,fruit_woodiness,0.544972,0.198242,0.861328,0.345703,0.214844
824,ID_CE73A8VW,fruit_brownspot,0.905128,0.407227,0.505859,0.603516,0.421875
825,ID_MLNKDIX7,fruit_healthy,0.34821,0.855469,0.447266,0.289062,0.421875
826,ID_MLNKDIX7,fruit_healthy,0.921106,0.551758,0.423828,0.595703,0.441406
827,ID_4C9DM9R6,fruit_brownspot,0.73883,0.652344,0.601562,0.519531,0.632812
828,ID_1DWCQ5YW,fruit_healthy,0.971014,0.552734,0.53125,0.535156,0.425781
829,ID_UAB3XHQO,fruit_brownspot,0.867775,0.553711,0.489258,0.294922,0.369141
830,ID_WL92FK4D,fruit_brownspot,0.816386,0.455078,0.443359,0.457031,0.296875
831,ID_OV65AK18,fruit_brownspot,0.912663,0.433594,0.458984,0.667969,0.414062
832,ID_CC43WOXB,fruit_healthy,0.972606,0.414062,0.564453,0.496094,0.398438
833,ID_N5WG136E,fruit_brownspot,0.704523,0.143555,0.792969,0.287109,0.414062
834,ID_N5WG136E,fruit_brownspot,0.844043,0.543945,0.667969,0.337891,0.433594
835,ID_61VR38D8,fruit_woodiness,0.894505,0.548828,0.575195,0.40625,0.587891
836,ID_CFW00IDY,fruit_brownspot,0.656737,0.545898,0.544922,0.552734,0.355469
837,ID_H78IQ7J3,fruit_brownspot,0.883019,0.152344,0.385742,0.304688,0.275391
838,ID_H78IQ7J3,fruit_brownspot,0.884057,0.608398,0.508789,0.412109,0.333984
839,ID_B5ZPHDYU,fruit_woodiness,0.934017,0.577148,0.506836,0.365234,0.431641
840,ID_EVIOZ1F4,fruit_healthy,0.566728,0.900391,0.650391,0.199219,0.296875
841,ID_EVIOZ1F4,fruit_healthy,0.831685,0.0341797,0.671875,0.0683594,0.25
842,ID_EVIOZ1F4,fruit_healthy,0.976793,0.491211,0.554688,0.369141,0.289062
843,ID_EK356A7Q,fruit_woodiness,0.509483,0.0908203,0.0732422,0.173828,0.138672
844,ID_EK356A7Q,fruit_woodiness,0.936708,0.399414,0.557617,0.373047,0.275391
845,ID_8CE8XX9E,fruit_healthy,0.258024,0.665039,0.69043,0.0878906,0.0761719
846,ID_8CE8XX9E,fruit_healthy,0.942567,0.861328,0.543945,0.261719,0.208984
847,ID_8CE8XX9E,fruit_healthy,0.968262,0.486328,0.488281,0.539062,0.421875
848,ID_T2S8NV0O,fruit_woodiness,0.788644,0.507812,0.438477,0.785156,0.494141
849,ID_JCBT0SJE,fruit_healthy,0.943085,0.467773,0.571289,0.314453,0.255859
850,ID_OEJ7SKQ9,fruit_healthy,0.444617,0.0693359,0.533203,0.138672,0.121094
851,ID_OEJ7SKQ9,fruit_healthy,0.954125,0.50293,0.623047,0.419922,0.339844
852,ID_INI8BV3F,fruit_brownspot,0.872891,0.408203,0.466797,0.585938,0.34375
853,ID_47LLJW0T,fruit_woodiness,0.915315,0.411133,0.544922,0.658203,0.445312
854,ID_TPRZWRB8,fruit_woodiness,0.956896,0.397461,0.436523,0.322266,0.451172
855,ID_F1NUR9KD,fruit_brownspot,0.787035,0.520508,0.327148,0.814453,0.509766
856,ID_HHEDFR07,fruit_healthy,0.88573,0.569336,0.46582,0.615234,0.373047
857,ID_N2XF31I6,fruit_brownspot,0.28077,0.579102,0.425781,0.607422,0.351562
858,ID_N2XF31I6,fruit_brownspot,0.442044,0.823242,0.561523,0.353516,0.220703
859,ID_N2XF31I6,fruit_healthy,0.802094,0.577148,0.427734,0.615234,0.355469
860,ID_F8HW3EDR,fruit_brownspot,0.851905,0.332031,0.390625,0.578125,0.78125
861,ID_MWNX4E0V,fruit_brownspot,0.928228,0.367188,0.407227,0.609375,0.408203
862,ID_YYHOFGWY,fruit_brownspot,0.844957,0.352539,0.392578,0.455078,0.34375
863,ID_YYHOFGWY,fruit_brownspot,0.905391,0.703125,0.633789,0.59375,0.564453
864,ID_GX05CIF5,fruit_brownspot,0.508732,0.467773,0.476562,0.416016,0.273438
865,ID_GX05CIF5,fruit_healthy,0.598876,0.467773,0.475586,0.412109,0.275391
866,ID_0LPMR58V,fruit_healthy,0.971952,0.480469,0.580078,0.554688,0.433594
867,ID_6HKJUBNT,fruit_woodiness,0.920173,0.587891,0.509766,0.523438,0.371094
868,ID_BRFCKCPH,fruit_brownspot,0.896718,0.507812,0.486328,0.410156,0.550781
869,ID_B3EVHF1A,fruit_brownspot,0.841246,0.516602,0.578125,0.779297,0.445312
870,ID_IUJJG62B,fruit_healthy,0.963739,0.745117,0.783203,0.384766,0.296875
871,ID_IUJJG62B,fruit_healthy,0.967752,0.4375,0.53418,0.585938,0.498047
872,ID_9XPXJH7B,fruit_healthy,0.950321,0.530273,0.585938,0.306641,0.253906
873,ID_BHY238PC,fruit_woodiness,0.844349,0.638672,0.523438,0.722656,0.347656
874,ID_ZZUQRVHG,fruit_healthy,0.980494,0.436523,0.525391,0.478516,0.410156
875,ID_BCLC17JI,fruit_brownspot,0.90264,0.425781,0.393555,0.460938,0.541016
876,ID_POQAKXSY,fruit_healthy,0.956489,0.433594,0.605469,0.542969,0.429688
877,ID_AHFYB64P,fruit_woodiness,0.445597,0.573242,0.0273438,0.228516,0.0546875
878,ID_AHFYB64P,fruit_woodiness,0.553359,0.735352,0.455078,0.240234,0.316406
879,ID_AHFYB64P,fruit_woodiness,0.763161,0.391602,0.84668,0.220703,0.302734
880,ID_X59HFC6B,fruit_brownspot,0.758732,0.432617,0.514648,0.314453,0.251953
881,ID_4OQWXWGJ,fruit_brownspot,0.883341,0.62793,0.496094,0.353516,0.4375
882,ID_1LTAT8HW,fruit_healthy,0.96753,0.402344,0.540039,0.601562,0.494141
